,start_value,bottom_value,difference,percent_diff
1821,224933.33,207933.33,-17000.0,-0.07557795014193762
1822,134433.33,127900.0,-6533.329999999987,-0.048599034182966294
1823,147800.0,155766.67,7966.670000000013,0.053901691474966255
1824,259333.33,263700.0,4366.670000000013,0.01683805934239156
1825,493033.33,453733.33,-39300.0,-0.07971063538442726
1826,79666.67,76533.33,-3133.3399999999965,-0.039330625969429836
1827,193966.67,191466.67,-2500.0,-0.012888812289245363
1828,311133.33,281433.33,-29700.0,-0.09545746834644812
1829,573400.0,552333.33,-21066.670000000042,-0.036739919776770213
1830,151800.0,147000.0,-4800.0,-0.03162055335968379
1831,100700.0,100533.33,-166.66999999999825,-0.001655114200595812
1832,724200.0,642266.67,-81933.32999999996,-0.11313632974316482
1833,176133.33,174866.67,-1266.6599999999744,-0.0071914838605502684
1834,95466.67,94833.33,-633.3399999999965,-0.006634147813053461
1835,251400.0,161366.67,-90033.32999999999,-0.35812780429594265
1836,360700.0,318566.67,-42133.330000000016,-0.11680989742168012
1837,243400.0,229933.33,-13466.670000000013,-0.05532732128184065
1838,459233.33,427933.33,-31300.0,-0.06815707387789122
1839,488700.0,456566.67,-32133.330000000016,-0.06575267034990795
1840,436200.0,423366.67,-12833.330000000016,-0.029420747363594717
1841,139500.0,126600.0,-12900.0,-0.09247311827956989
1843,207633.33,200033.33,-7600.0,-0.03660298662069332
1844,782966.67,739266.67,-43700.0,-0.05581335920723164
1845,327233.33,314000.0,-13233.330000000016,-0.040440043194866535
1846,260233.33,237866.67,-22366.659999999974,-0.08594848323233606
1847,201100.0,186766.67,-14333.329999999987,-0.0712746394828443
1848,191733.33,176366.67,-15366.659999999974,-0.08014600278417934
1849,168866.67,152066.67,-16800.0,-0.09948677261178893
1850,375600.0,352333.33,-23266.669999999984,-0.06194534078807237
1851,141933.33,135400.0,-6533.329999999987,-0.0460309780655466
1852,335300.0,266633.33,-68666.66999999998,-0.20479173874142553
1853,161633.33,144200.0,-17433.329999999987,-0.10785727176443119
1854,77933.33,85100.0,7166.669999999998,0.09195898596916105
1855,112233.33,105866.67,-6366.6600000000035,-0.056726999011790916
1856,122100.0,135000.0,12900.0,0.10565110565110565
1857,223366.67,228133.33,4766.659999999974,0.02134006832800961
1858,224933.33,199600.0,-25333.329999999987,-0.11262595009819126
1859,404400.0,372000.0,-32400.0,-0.08011869436201781
1860,335933.33,310333.33,-25600.0,-0.07620559710463978
1861,257166.67,236633.33,-20533.340000000026,-0.07984448373500355
1862,353200.0,332633.33,-20566.669999999984,-0.058229530011324984
1863,241800.0,219633.33,-22166.670000000013,-0.0916735732009926
1864,374566.67,335466.67,-39100.0,-0.10438729105288519
1865,109266.67,107866.67,-1400.0,-0.012812690274170523
1866,946733.33,864766.67,-81966.65999999992,-0.08657840323420316
1867,338200.0,318766.67,-19433.330000000016,-0.05746105854523955
1868,388366.67,375566.67,-12800.0,-0.03295854404807704
1869,207600.0,195900.0,-11700.0,-0.05635838150289017
1870,230200.0,221766.67,-8433.329999999987,-0.03663479582971324
1871,111333.33,107633.33,-3700.0,-0.03323353392914772
1872,372133.33,356200.0,-15933.330000000016,-0.042816186338375056
1873,211000.0,194733.33,-16266.670000000013,-0.07709322274881522
1874,265400.0,235966.67,-29433.329999999987,-0.11090177091183115
1875,149066.67,150400.0,1333.3299999999872,0.008944521266893445
1876,214066.67,213033.33,-1033.3400000000256,-0.004827187716798816
1877,256333.33,249833.33,-6500.0,-0.02535760761193248
1878,249433.33,249433.33,0.0,0.0
1879,245300.0,227700.0,-17600.0,-0.07174887892376682
1880,303500.0,283500.0,-20000.0,-0.06589785831960461
1881,370766.67,337800.0,-32966.669999999984,-0.08891486928962623
1882,198966.67,181766.67,-17200.0,-0.08644663953012834
1883,216533.33,197133.33,-19400.0,-0.0895935974383251
1884,175700.0,166066.67,-9633.329999999987,-0.054828286852589565
1885,119666.67,112166.67,-7500.0,-0.06267409296172444
1886,371633.33,352900.0,-18733.330000000016,-0.050408099833241585
1887,283166.67,271333.33,-11833.339999999967,-0.04178931086769488
1888,488833.33,449200.0,-39633.330000000016,-0.08107738889244728
1889,212666.67,179900.0,-32766.670000000013,-0.15407524836872658
1890,123800.0,122400.0,-1400.0,-0.011308562197092083
1891,212900.0,196433.33,-16466.670000000013,-0.0773446218882105
1892,213833.33,184800.0,-29033.329999999987,-0.13577551263874527
1893,105766.67,106766.67,1000.0,0.009454774363228037
1894,285033.33,265333.33,-19700.0,-0.06911472423242572
1895,125966.67,116066.67,-9900.0,-0.07859221808435517
1896,285633.33,244966.67,-40666.66,-0.14237365086210352
1897,326600.0,313733.33,-12866.669999999984,-0.03939580526638085
1898,88266.67,77633.33,-10633.339999999997,-0.12046834892491126
1899,416800.0,385466.67,-31333.330000000016,-0.07517593570057586
1900,110133.33,90133.33,-20000.0,-0.18159806845030474
1901,100133.33,80966.67,-19166.660000000003,-0.19141139119212358
1902,627133.33,608566.67,-18566.659999999916,-0.029605602368478673
1903,234866.67,224566.67,-10300.0,-0.04385466869351875
1904,305400.0,231033.33,-74366.67000000001,-0.24350579567779965
1905,113533.33,136666.67,23133.34000000001,0.20375813868931714
1906,144666.67,107533.33,-37133.34000000001,-0.2566820678183856
1907,312800.0,296500.0,-16300.0,-0.05210997442455243
